Classification Name,Classification Code,Time,Time Code,Country Name,Country Code, ,1000000:GROSS DOMESTIC PRODUCT [1000000],9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE [9100000],9020000:ACTUAL INDIVIDUAL CONSUMPTION [9020000],1101000:FOOD AND NON-ALCOHOLIC BEVERAGES [1101000],1101100:FOOD [1101100],1101110:Bread and cereals [1101110],1101120:Meat [1101120],1101130:Fish and seafood [1101130],"1101140:Milk, cheese and eggs [1101140]",1101150:Oils and fats [1101150],1101160:Fruit [1101160],1101170:Vegetables [1101170],"1101180:Sugar, jam, honey, chocolate and confectionery [1101180]",1101190:Food products n.e.c. (Class) [1101190],1101200:NON-ALCOHOLIC BEVERAGES [1101200],"1102000:ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS [1102000]",1102100:ALCOHOLIC BEVERAGES [1102100],1102200:TOBACCO [1102200],1103000:CLOTHING AND FOOTWEAR [1103000],"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS [9060000]","1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE [1105000]",9080000:ACTUAL HEALTH [9080000],1107000:TRANSPORT [1107000],1107100:PURCHASE OF VEHICLES [1107100],1107300:TRANSPORT SERVICES [1107300],1108000:COMMUNICATION [1108000],9110000:ACTUAL RECREATION AND CULTURE [9110000],9120000:ACTUAL EDUCATION [9120000],1111000:RESTAURANTS AND HOTELS [1111000],9140000:ACTUAL MISCELLANEOUS GOODS AND SERVICES [9140000],1113000:NET PURCHASES ABROAD [1113000],9260000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS WITHOUT HOUSING [9260000],9270000:GENERAL GOVERNMENT FINAL CONSUMPTION EXPENDITURE [9270000],1300000:INDIVIDUAL CONSUMPTION EXPENDITURE BY GOVERNMENT [1300000],1400000:COLLECTIVE CONSUMPTION EXPENDITURE BY GOVERNMENT [1400000],1500000:GROSS CAPITAL FORMATION [1500000],1501000:GROSS FIXED CAPITAL FORMATION [1501000],1501100:MACHINERY AND EQUIPMENT [1501100],1501200:CONSTRUCTION [1501200],1501300:OTHER PRODUCTS [1501300],1502000:CHANGES IN INVENTORIES [1502000],1503000:ACQUISITIONS LESS DISPOSALS OF VALUABLES (Category) [1503000],1600000:BALANCE OF EXPORTS AND IMPORTS [1600000],9250000:DOMESTIC ABSORPTION [9250000],SP.EXCHG.RATE.ICP:Exchange Rate Value [SP.EXCHG.RATE.ICP],SP.POP.TOTL.ICP:Population [SP.POP.TOTL.ICP],SP.POP.TOTL.ICP.ZS:Population shares (World=100) [SP.POP.TOTL.ICP.ZS]
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Moldova,MDA,,5.572,6.383,5.24,10.187,10.024,8.43,10.229,9.739,12.758,13.157,12.137,7.352,13.73,13.072,12.447,5.43,8.1,3.348,12.562,3.568,12.939,3.217,11.355,9.389,3.865,3.47,9.722,0.643,9.32,5.652,18.495,7.504,2.175,1.544,2.964,14.564,10.857,18.141,6.883,14.501,13.355,18.495,18.495,5.827,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Montenegro,MNE,,0.351,0.419,0.363,0.638,0.63,0.603,0.551,0.718,0.67,0.674,0.665,0.561,0.821,0.687,0.691,0.508,0.748,0.345,0.794,0.249,0.636,0.186,0.782,0.77,0.551,0.398,0.528,0.104,0.511,0.392,0.887,0.471,0.18,0.143,0.214,0.428,0.426,0.85,0.229,0.609,0.606,0.887,0.887,0.36,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Netherlands,NLD,,0.778,0.85,0.823,0.826,0.828,0.74,1.066,0.883,0.785,0.739,0.805,0.757,0.727,0.75,0.769,0.825,0.714,0.919,0.893,0.948,0.926,0.704,1.24,1.11,1.385,0.633,0.855,0.498,0.979,0.835,0.887,0.844,0.722,0.583,0.832,0.685,0.69,0.937,0.512,0.78,0.78,0.887,0.887,0.794,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,North Macedonia,MKD,,19.043,22.167,19.12,31.293,31.091,29.019,32.919,33.983,34.697,32.965,21.574,27.8,37.415,33.331,31.883,21.404,32.028,14.913,40.713,16.299,32.852,9.49,40.805,50.711,27.498,18.65,25.228,5.564,22.985,19.295,54.641,24.272,9.301,7.341,11.134,22.925,22.46,51.154,11.183,33.825,31.893,54.641,54.641,19.25,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Norway,NOR,,9.922,10.743,10.603,12.608,12.5,12.907,12.922,9.033,13.007,11.163,9.731,12.312,15.714,12.948,13.064,16.967,17.222,17.999,10.817,10.267,10.615,9.144,14.547,11.94,14.654,5.711,12.009,7.778,13.354,11.436,8.277,10.984,9.358,8.072,9.799,8.767,8.907,10.073,6.924,9.265,10.009,8.277,8.277,10.107,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Poland,POL,,1.737,1.842,1.656,2.37,2.329,2.302,2.277,2.544,2.32,2.979,2.198,2.128,2.716,2.167,2.678,2.354,2.603,2.173,3.517,1.206,2.615,1.021,3.192,3.282,2.429,0.957,2.133,0.733,2.726,1.73,3.778,2.105,1.08,0.847,1.312,2.026,2.045,3.387,1.242,2.713,2.441,3.778,3.778,1.696,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Portugal,PRT,,0.575,0.657,0.607,0.81,0.799,0.794,0.733,0.833,0.866,0.867,0.733,0.668,1.029,1.067,0.915,0.731,0.724,0.746,0.899,0.572,0.876,0.441,0.99,1.015,0.931,0.575,0.751,0.299,0.671,0.612,0.887,0.707,0.439,0.358,0.504,0.486,0.485,1.005,0.252,0.669,0.772,0.887,0.887,0.572,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Romania,ROU,,1.604,1.805,1.571,2.432,2.407,2.007,2.468,2.768,3.285,3.493,1.807,1.82,2.778,2.747,2.604,2.502,2.437,2.667,3.122,1.407,2.801,0.741,3.211,3.471,2.308,1.136,2.202,0.511,2.091,1.513,4.054,1.93,0.875,0.63,1.153,1.788,1.788,3.918,0.887,2.721,2.56,4.054,4.054,1.58,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Russian Federation,RUS,,24.05,25.218,21.924,37.352,36.945,29.247,40.453,33.557,47.326,48.515,36.315,26.144,40.96,34.827,41.418,24.328,33.718,16.39,43.739,18.699,39.298,11.355,37.814,44.873,30.251,10.052,33.593,6.006,36.551,22.666,58.343,26.715,12.161,8.759,16.03,33.991,34.025,51.175,23.337,40.783,36.047,58.343,58.343,23.635,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Serbia,SRB,,40.795,47.992,40.767,74.974,74.797,67.256,69.537,87.609,82.383,97.157,73.152,63.901,94.898,83.269,73.759,51.113,71.512,39.48,94.724,29.98,75.457,19.697,95.892,95.03,76.272,38.398,58.794,9.463,53.196,42.259,107.674,54.068,18.473,14.572,22.002,53.329,53.368,108.563,26.488,74.744,71.993,107.674,107.674,40.795,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Slovakia,SVK,,0.503,0.579,0.513,0.751,0.74,0.689,0.668,0.924,0.777,0.964,0.702,0.726,0.885,0.74,0.824,0.592,0.642,0.54,0.835,0.537,0.736,0.281,0.845,0.743,0.608,0.417,0.641,0.21,0.656,0.521,0.887,0.601,0.301,0.241,0.356,0.517,0.519,0.871,0.315,0.653,0.679,0.887,0.887,0.497,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Slovenia,SVN,,0.568,0.639,0.597,0.778,0.785,0.839,0.798,0.781,0.806,0.868,0.706,0.631,0.845,0.81,0.686,0.614,0.648,0.58,0.839,0.53,0.823,0.444,0.961,0.84,1.028,0.544,0.772,0.331,0.714,0.616,0.887,0.684,0.43,0.374,0.451,0.505,0.505,0.862,0.301,0.646,0.708,0.887,0.887,0.562,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Spain,ESP,,0.63,0.703,0.671,0.777,0.784,0.881,0.771,0.753,0.755,0.686,0.844,0.693,0.905,0.763,0.684,0.667,0.589,0.71,0.758,0.707,0.895,0.6,0.945,0.815,0.853,0.68,0.778,0.361,0.744,0.68,0.887,0.726,0.532,0.465,0.552,0.532,0.534,0.852,0.337,0.669,0.697,0.887,0.887,0.628,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Sweden,SWE,,8.719,9.223,9.327,9.699,9.81,10.201,10.477,9.893,8.972,9.384,9.735,9.529,9.573,9.534,8.463,10.216,11.153,9.464,10.815,8.29,10.178,9.002,12.4,8.674,11.711,5.778,10.411,7.312,12.216,9.827,8.55,9.719,8.127,7.531,7.358,8.079,8.167,9.156,7.473,8.209,8.363,8.55,8.55,8.848,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Switzerland,CHE,,1.18,1.359,1.339,1.529,1.569,1.537,2.313,1.53,1.244,1.417,1.286,1.434,1.241,1.425,1.129,1.104,0.972,1.211,1.157,1.543,1.228,1.324,1.432,1.022,1.526,0.685,1.449,1.043,1.566,1.368,0.987,1.332,1.262,1.194,1.289,0.96,0.97,1.084,0.91,0.975,1.05,0.987,0.987,1.227,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Tajikistan,TJK,,2.231,2.595,2.162,5.087,5.078,4.807,4.797,5.392,6.38,7.167,5.037,4.492,7.446,6.214,5.093,2.651,4.215,1.261,5.951,0.571,5.893,1.355,5.685,4.242,2.066,1.447,3.971,0.345,4.315,2.751,8.46,3.258,0.819,0.707,0.797,6.231,4.307,7.9,2.551,6.562,6.336,8.46,8.46,2.359,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Turkey,TUR,,1.373,1.647,1.373,2.832,2.834,2.474,2.985,3.458,3.459,3.334,2.548,1.846,3.284,2.821,2.692,2.642,5.725,1.749,2.017,1.025,2.092,0.582,3.147,3.958,2.265,1.661,2.001,0.229,2.234,1.326,3.657,1.902,0.675,0.456,1.014,1.45,1.442,3.449,0.684,2.063,2.497,3.657,3.657,1.366,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Ukraine,UKR,,5.916,7.006,5.612,12.012,11.915,8.845,11.472,16.085,15.133,18.003,,,,9.501,12.494,6.528,11.04,3.698,22.867,3.263,11.496,2.129,15.773,23.415,8.545,2.969,8.367,1.406,6.7,4.914,26.626,,2.41,1.708,3.235,9.112,9.012,23.713,3.518,14.356,12.513,26.626,26.626,5.905,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,United Kingdom,GBR,,0.682,0.78,0.747,0.673,0.667,0.618,0.722,0.616,0.637,0.608,0.705,0.607,0.663,0.778,0.703,1.07,0.818,1.479,0.678,1.067,0.778,0.59,0.976,0.789,1.105,0.469,0.738,0.506,0.801,0.718,0.778,0.721,0.577,0.52,0.56,0.54,0.543,0.717,0.405,0.624,0.64,0.778,0.778,0.682,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Latin America & Caribbean (ICP),LCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Anguilla,AIA,,2.295,2.595,2.366,3.851,3.881,4.052,2.567,2.916,4.925,4.774,4.884,4.665,4.958,3.897,4.082,2.338,3.507,1.26,3.036,2.126,3.244,1.88,2.83,3.2,2.798,2.284,2.489,0.903,2.586,2.294,2.705,2.79,1.257,1.147,1.35,2.501,2.498,3.222,1.768,2.426,3.012,2.704,2.719,2.277,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Antigua and Barbuda,ATG,,2.094,2.468,2.155,3.581,3.677,3.029,2.417,2.554,4.63,4.566,6.734,5.149,4.776,2.995,3.096,2.843,4.462,1.427,1.888,1.745,3,1.434,3.438,4.217,3.243,2.276,2.712,0.865,2.24,1.909,2.705,2.761,1.001,0.831,1.116,2.527,2.526,4.935,1.399,3.804,3.179,2.704,2.719,2.098,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Argentina,ARG,,10.257,10.808,9.903,16.761,16.373,17.684,11.143,18.267,21.51,25.368,16.961,15.872,19.573,23.335,19.62,10.714,15.284,7.765,17.899,8.173,12.209,6.227,15.288,16.831,12.751,8.651,14.326,4.337,11.573,10.069,16.596,11.66,6.102,5.022,7.032,13.585,13.66,29.925,6.585,23.228,15.739,16.588,16.683,10.254,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Aruba,ABW,,1.351,1.48,1.367,2.161,2.151,2.262,1.547,1.779,2.497,2.732,2.295,2.425,2.884,2.427,2.3,2.34,3.269,1.895,1.622,0.996,1.759,1.065,1.861,1.974,1.963,1.74,1.564,0.727,1.357,1.403,1.794,1.673,0.917,0.753,1.028,1.426,1.419,1.847,1.198,1.437,1.666,1.793,1.803,1.349,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,"Bahamas, The",BHS,,0.901,1.103,1.009,1.261,1.266,1.525,0.795,0.689,1.861,1.405,1.97,1.096,2.49,1.649,1.262,1.473,2.068,1.312,1.382,0.762,1.781,0.951,1.256,1.315,1.259,0.897,1.369,0.592,0.932,0.982,1.002,1.206,0.482,0.496,0.468,0.839,0.835,1.311,0.52,1.008,1.191,1.001,1.007,0.898,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Barbados,BRB,,2.203,2.371,2.239,3.114,2.949,2.908,2.478,2.109,2.673,3.374,4.48,3.689,3.386,2.884,5.102,2.702,3.654,2.333,2.084,1.908,2.691,1.634,2.607,3.621,2.131,1.42,2.373,1.388,1.955,1.975,2.004,2.291,1.712,1.53,1.889,1.871,1.841,3.376,0.955,2.804,2.638,2.003,2.014,2.14,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Belize,BLZ,,1.375,1.477,1.372,1.979,1.935,2.156,1.59,1.656,2.083,2.988,1.065,2.088,1.974,2.38,2.418,2.519,3.789,1.412,1.616,1.14,1.406,0.853,2.217,2.955,1.38,1.676,1.745,0.712,1.038,1.347,2.004,1.591,0.976,0.825,1.113,1.483,1.488,3.283,0.713,2.563,1.975,2.003,2.014,1.377,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Bolivia,BOL,,2.749,2.612,2.507,3.869,3.839,4.898,2.929,3.639,4.485,6.122,3.064,3.401,4.099,4.075,4.142,3.536,5.52,1.894,3.227,1.471,3.5,1.88,3.286,7.071,2.107,5.218,3.283,1.954,2.348,2.599,6.974,2.922,2.891,2.47,3.427,3.598,3.617,7.324,1.868,5.763,3.92,6.97,7.01,2.809,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Bonaire,BON,,,0.812,,1.078,1.047,1.103,1.08,1.144,1.168,1.003,1.464,1.036,1.168,0.748,1.378,0.872,1.116,0.906,1.254,,0.807,,0.934,1.17,0.837,0.725,,,1.226,,1.002,0.914,,,,,,,,,,,,,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Brazil,BRA,,2.182,2.327,2.168,2.802,2.775,3.575,1.933,2.348,3.527,3.658,2.476,2.269,3.73,3.228,3.1,2.319,3.68,1.267,2.751,1.754,2.718,1.928,3.397,3.412,3.087,2.54,3.246,1.192,2.269,2.057,3.198,2.509,1.817,1.282,2.367,2.031,2.027,4.244,1.003,3.313,2.831,3.196,3.214,2.185,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Cayman Islands,CYM,,0.974,1.15,1.072,1.337,1.322,1.649,0.83,1.05,1.686,1.814,1.249,1.734,1.453,1.249,1.514,1.254,1.747,1.037,1.078,0.992,1.268,1.228,1.003,0.996,0.917,1.045,1.322,0.74,1.069,0.948,0.835,1.178,0.759,0.664,0.83,0.948,0.947,1.647,0.555,1.287,1.128,0.835,0.839,1.029,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Chile,CHL,,411.264,478.996,435.97,647.808,633.806,632.535,588.194,513.887,812.904,756.365,395.969,637.847,831.879,729.582,764.102,519.018,546.888,493.764,689.782,485.896,596.778,342.35,545.923,633.412,393.918,358.746,507.968,149.713,530.224,453.797,648.834,485.313,271.088,231.429,294.131,386.314,383.232,681.951,231.829,504.903,518.204,648.834,648.834,411.271,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Colombia,COL,,1314.787,1419.374,1240.682,2127.365,2138.666,2643.447,1920.153,2630.347,2602.998,3739.346,1498.592,1417.184,2774.528,2514.409,2032.994,1734.176,2888.763,698.685,1926.552,1199.444,1750.628,748.215,2032.36,2987.817,1572.844,1465.429,1695.869,266.032,1404.604,1494.748,2951.327,1484.094,675.127,450.377,926.435,1901.442,1893.568,3739.272,1114.954,2387.375,2081.346,2951.328,2951.327,1321.594,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Costa Rica,CRI,,350.817,372.669,350.863,594.24,587.804,619.692,491.889,627.638,694.428,521.336,550.618,614.037,648.056,615.779,649.415,470.892,686.524,271.807,458.48,284.638,392.774,417.047,474.848,732.899,295.509,225.121,397.655,120.943,404.296,378.933,567.513,399.455,238.378,223.073,223.35,427.064,425.207,712.295,272.216,528.855,498.353,567.513,567.513,351.198,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Curaçao,CUW,,1.367,1.483,1.355,1.929,1.914,1.884,1.546,1.781,2.322,2.288,1.892,1.858,2.408,2.131,2.103,1.838,2.555,1.416,1.676,1.089,1.864,0.836,1.583,1.992,1.208,2.062,1.588,0.848,1.749,1.48,1.794,1.676,0.922,0.697,1.195,1.5,1.508,2.132,1.106,1.642,1.662,1.793,1.803,1.371,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Dominica,DMA,,1.738,1.876,1.714,3.168,3.101,3.411,2.348,1.892,3.608,4.135,3.53,3.817,3.033,3.485,3.964,2.585,4.178,0.921,1.765,1.157,2.51,1.127,3.074,3.217,2.986,1.792,2.527,0.534,1.329,1.726,2.705,2.159,1.136,0.85,1.393,2.159,2.142,3.237,1.377,2.485,2.625,2.704,2.719,1.757,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Dominican Republic,DOM,,21.613,24.391,21.958,39.547,40.286,45.465,28.754,34.449,50.606,65.79,36.664,37.68,52.968,44.631,33.804,45.586,67.013,29.355,28.089,12.608,24.587,14.992,34.942,49.609,24.41,23.363,33.787,8.347,25.976,23.851,47.631,27.691,11.763,9.009,14.242,24.4,24.448,60.292,11.126,47.263,37.241,47.607,47.88,21.842,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Ecuador,ECU,,0.535,0.575,0.539,0.85,0.833,0.933,0.76,0.831,1.008,1.308,0.56,0.52,0.905,1.001,1.043,1.077,1.544,0.808,0.946,0.323,0.738,0.378,0.66,1.288,0.489,0.52,0.724,0.272,0.927,0.556,1.002,0.628,0.414,0.339,0.479,0.556,0.553,1.158,0.272,0.9,0.806,1.001,1.007,0.538,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,El Salvador,SLV,,0.463,0.515,0.481,0.709,0.697,0.902,0.648,0.545,0.912,0.895,0.509,0.801,0.931,0.49,0.821,0.836,1.324,0.425,0.804,0.428,0.588,0.332,0.632,1.011,0.47,0.568,0.619,0.223,0.516,0.49,1.002,0.547,0.322,0.298,0.338,0.474,0.47,1.077,0.216,0.842,0.722,1.001,1.007,0.471,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Grenada,GRD,,1.69,1.8,1.658,3.42,3.317,3.379,2.458,2.28,4.192,4.723,3.467,3.858,4.562,3.364,4.606,2.63,3.958,1.575,1.899,0.849,2.81,1.086,2.83,3.974,2.788,1.95,2.436,0.692,1.489,1.718,2.705,2.203,1.071,0.914,1.213,2.331,2.326,3.63,1.48,2.817,2.762,2.704,2.719,1.726,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Guyana,GUY,,105.353,115.626,104.981,196.527,191.844,177.466,179.012,110.743,270.095,290.087,204.845,206.511,216.367,183.999,249.886,181.994,286.846,76.561,120.233,74.951,170.586,67.627,145.386,198.236,106.807,118.706,129.822,33.054,108.044,107.634,212.611,132.684,57.542,48.137,65.224,147.031,147.143,387.079,57.479,298.501,189.607,212.504,213.722,108.84,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Haiti,HTI,,28.498,31.103,28.588,48.985,49.888,50.384,45.689,57.741,86.296,41.783,33.38,41.267,62.799,51.994,34.822,43.107,63.809,25.082,47.386,21.423,21.407,19.592,42.381,55.733,40.835,28.738,35.769,13.025,22.528,30.387,63.812,34.688,18.375,14.785,21.212,34.888,34.856,90.022,16.39,66.953,48.531,63.781,64.147,29.334,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Honduras,HND,,10.362,10.839,10.389,16.364,16.417,17.907,14.273,15.423,20.184,26.741,13.41,15.312,16.536,16.968,16.295,12.442,17.177,8.863,14.491,6.457,14.99,10.428,16.49,22.818,12.322,11.497,11.451,5.896,8.699,11.02,23.635,12.337,10.16,8.655,11.506,10.971,10.922,23.252,5.302,17.92,15.579,23.623,23.758,10.594,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Jamaica,JAM,,67.582,70.392,64.797,134.977,125.534,106.471,98.881,89.765,201.322,205.154,122.875,167.87,142.885,102.283,242.3,129.451,163.988,158.693,56.058,53.453,87.934,33.265,104.465,168.123,56.191,34.412,86.271,30.525,62.209,70.172,128.218,79.33,43.352,35.373,50.718,102.154,102.195,192.665,55.153,147.66,111.781,128.154,128.888,69.37,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Mexico,MEX,,8.871,9.861,8.713,13.547,13.564,15.727,12.145,14.054,13.669,16.126,11.224,12.425,18.824,13.502,13.483,10.781,14.002,7.627,12.496,9.135,13.374,8.171,14.601,14.271,12.013,5.676,11.259,1.598,9.383,9.405,18.927,10.04,4.581,3.658,5.47,10.978,10.975,19.58,6.588,15.756,12.547,18.927,18.927,8.863,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Montserrat,MSR,,1.79,2.118,1.888,4.115,4.032,3.621,2.693,3.448,5.145,4.921,6.659,5.699,4.227,3.954,4.919,2.755,4.613,0.798,3.374,1.253,1.951,1.535,3.343,2.802,3.671,1.371,1.703,0.516,1.788,2.062,2.705,2.641,0.939,0.766,1.061,2.5,2.485,4.884,1.345,3.77,3.26,2.704,2.719,1.854,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Nicaragua,NIC,,10.807,11.528,10.355,18.87,19.07,23.325,15.619,17.779,22.339,23.333,12.131,17.599,23.524,22.368,17.902,18.315,31.365,7.924,12.349,7.152,12.899,5.625,15.303,27.987,9.396,15.038,14.9,3.568,13.208,11.105,30.111,13.355,5.739,4.339,7.09,16.498,16.621,31.766,8.823,24.548,18.143,30.095,30.268,11.199,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Panama,PAN,,0.497,0.508,0.467,0.905,0.898,0.965,0.707,0.763,1.194,1.144,0.803,1.028,1.042,0.878,0.987,0.712,0.924,0.744,0.692,0.246,0.624,0.495,0.498,0.856,0.278,0.299,0.64,0.205,0.631,0.534,1.002,0.583,0.305,0.245,0.357,0.645,0.644,1.225,0.33,0.935,0.825,1.001,1.007,0.501,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Paraguay,PRY,,2534.377,2539.985,2342.43,3733.976,3746.939,4660.625,2524.912,3862.679,4338.561,6276.036,3367.935,4036.994,6038.806,4124.404,3666.212,2765.545,4427.865,1204.283,4060.529,1349.413,3282.313,1636.128,4136.889,6357.313,2708.84,3939.083,3812.191,756.988,2635.057,2578.284,5573.303,2850.171,1736.632,1259.807,2238.304,3559.737,3598.079,7574.808,1772.865,5805.585,3909.293,5570.517,5602.433,2552.236,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Peru,PER,,1.749,1.894,1.742,2.682,2.645,2.914,2.164,2.561,3.404,4.15,2.201,2.038,3.233,3.155,3.135,2.528,3.82,1.71,2.642,1.702,2.376,1.08,2.177,2.822,1.665,1.716,2.226,0.914,1.841,1.793,3.266,1.995,1.178,0.913,1.416,1.929,1.927,3.622,1.012,2.843,2.527,3.265,3.284,1.759,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Sint Maarten,SXM,,1.387,1.488,1.381,1.946,2.001,1.761,1.479,1.854,2.623,2.812,2.582,2.281,2.416,1.884,1.631,1.188,1.738,0.786,1.349,1.012,1.607,1.051,1.846,1.818,2.596,2.189,1.758,0.969,1.801,1.389,1.794,1.691,0.931,0.809,1.029,1.565,1.563,2.144,1.275,1.66,1.611,1.793,1.803,1.388,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,St. Kitts and Nevis,KNA,,2.04,2.547,2.231,3.722,3.807,4.878,2.573,2.474,4.584,4.681,4.623,4.311,4.455,3.265,3.416,2.54,3.862,1.154,2.211,2.2,2.753,1.188,3.112,3.844,3.404,2.315,2.154,0.603,2.889,2.148,2.705,2.573,0.882,0.747,0.982,2.176,2.174,3.86,1.231,3.023,3.004,2.704,2.719,2.046,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,St. Lucia,LCA,,1.996,2.079,1.906,3.075,3.048,3.261,2.98,1.379,4.333,6.181,2.956,3.221,3.424,3.313,3.44,3.099,4.58,1.946,2.202,0.935,2.416,1.438,3.432,2.691,3.701,2.52,3.033,0.807,2.41,2.035,2.705,2.499,1.244,0.99,1.435,2.47,2.475,5.036,1.263,3.971,2.975,2.704,2.719,1.988,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,St. Vincent and the Grenadines,VCT,,1.59,1.807,1.658,3.139,3.045,3.35,2.001,1.684,3.788,5.691,3.236,3.429,4.712,3.784,4.43,2.899,4.916,1.185,1.903,0.87,2.268,1.089,2.746,4.215,2.487,2.225,1.79,0.716,2.773,1.943,2.705,2.263,0.981,0.864,1.086,1.82,1.813,3.339,1.014,2.602,2.695,2.704,2.719,1.629,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Suriname,SUR,,2.578,2.934,2.637,5.687,5.71,5.63,5.683,3.315,6.57,7.349,6.085,6.49,5.739,6.003,5.634,5.758,8.408,3.66,4.037,1.168,3.577,1.594,5.274,10.869,2.348,2.386,3.318,1.14,3.391,2.822,7.565,3.439,1.255,1.106,1.361,3.623,3.706,7.971,1.381,6.064,5.254,7.561,7.605,2.664,,,
Purchasing power parity (PPP) (US$ = 1),PPPGlob,2017,YR2017,Trinidad and Tobago,TTO,,4.162,4.212,3.994,7.342,7.387,7.44,6.336,4.558,9.806,11.393,8.99,7.474,10.624,6.263,7.032,8.599,12.929,4.569,4.773,2.327,5.567,3.655,5.3,11.541,4.015,4.672,4.84,2.076,6.41,5.004,6.793,4.46,3.243,2.745,5.011,4.804,4.776,9.142,2.518,7.071,6.222,6.79,6.828,4.111,,,
